"quarter","group","metric","segment","year","category","value"
4,"deer-gun","participants - recruited","county",2016,"Worth",52
4,"deer-gun","participants - recruited","county",2016,"Wright",62
4,"deer-gun","churn","All",2007,"All",0.201356
4,"deer-gun","churn","All",2008,"All",0.1966487
4,"deer-gun","churn","All",2009,"All",0.2094281
4,"deer-gun","churn","All",2010,"All",0.2086428
4,"deer-gun","churn","All",2011,"All",0.2028782
4,"deer-gun","churn","All",2012,"All",0.1978876
4,"deer-gun","churn","All",2013,"All",0.2255701
4,"deer-gun","churn","All",2014,"All",0.2093943
4,"deer-gun","churn","All",2015,"All",0.2158532
4,"deer-gun","churn","All",2016,"All",0.2137774
4,"deer-gun","churn","gender",2007,"Male",0.191167
4,"deer-gun","churn","gender",2007,"Female",0.3746281
4,"deer-gun","churn","gender",2008,"Male",0.1858982
4,"deer-gun","churn","gender",2008,"Female",0.3751714
4,"deer-gun","churn","gender",2009,"Male",0.199365
4,"deer-gun","churn","gender",2009,"Female",0.3753904
4,"deer-gun","churn","gender",2010,"Male",0.1981404
4,"deer-gun","churn","gender",2010,"Female",0.3750768
4,"deer-gun","churn","gender",2011,"Male",0.1932746
4,"deer-gun","churn","gender",2011,"Female",0.3557864
4,"deer-gun","churn","gender",2012,"Male",0.1885197
4,"deer-gun","churn","gender",2012,"Female",0.3387402
4,"deer-gun","churn","gender",2013,"Male",0.2144208
4,"deer-gun","churn","gender",2013,"Female",0.3755764
4,"deer-gun","churn","gender",2014,"Male",0.1983069
4,"deer-gun","churn","gender",2014,"Female",0.35052
4,"deer-gun","churn","gender",2015,"Male",0.2037934
4,"deer-gun","churn","gender",2015,"Female",0.3598556
4,"deer-gun","churn","gender",2016,"Male",0.201142
4,"deer-gun","churn","gender",2016,"Female",0.3580306
4,"deer-gun","churn","age",2007,"0-17",0.2129184
4,"deer-gun","churn","age",2007,"18-24",0.2379517
4,"deer-gun","churn","age",2007,"25-34",0.1948336
4,"deer-gun","churn","age",2007,"35-44",0.1904803
4,"deer-gun","churn","age",2007,"45-54",0.1827052
4,"deer-gun","churn","age",2007,"55-64",0.1922144
4,"deer-gun","churn","age",2007,"65+",0.2388565
4,"deer-gun","churn","age",2008,"0-17",0.2200205
4,"deer-gun","churn","age",2008,"18-24",0.2309893
4,"deer-gun","churn","age",2008,"25-34",0.1920272
4,"deer-gun","churn","age",2008,"35-44",0.1854024
4,"deer-gun","churn","age",2008,"45-54",0.1762457
4,"deer-gun","churn","age",2008,"55-64",0.1827823
4,"deer-gun","churn","age",2008,"65+",0.225182
4,"deer-gun","churn","age",2009,"0-17",0.2259014
4,"deer-gun","churn","age",2009,"18-24",0.2443102
4,"deer-gun","churn","age",2009,"25-34",0.2055379
4,"deer-gun","churn","age",2009,"35-44",0.2046027
4,"deer-gun","churn","age",2009,"45-54",0.188931
4,"deer-gun","churn","age",2009,"55-64",0.1922635
4,"deer-gun","churn","age",2009,"65+",0.2360335
4,"deer-gun","churn","age",2010,"0-17",0.2323997
4,"deer-gun","churn","age",2010,"18-24",0.2493321
4,"deer-gun","churn","age",2010,"25-34",0.215543
4,"deer-gun","churn","age",2010,"35-44",0.197909
4,"deer-gun","churn","age",2010,"45-54",0.1835445
4,"deer-gun","churn","age",2010,"55-64",0.1874502
4,"deer-gun","churn","age",2010,"65+",0.2232641
4,"deer-gun","churn","age",2011,"0-17",0.2286271
4,"deer-gun","churn","age",2011,"18-24",0.241704
4,"deer-gun","churn","age",2011,"25-34",0.201248
4,"deer-gun","churn","age",2011,"35-44",0.1996624
4,"deer-gun","churn","age",2011,"45-54",0.1778786
4,"deer-gun","churn","age",2011,"55-64",0.1808868
4,"deer-gun","churn","age",2011,"65+",0.2226466
4,"deer-gun","churn","age",2012,"0-17",0.2199073
4,"deer-gun","churn","age",2012,"18-24",0.2350377
4,"deer-gun","churn","age",2012,"25-34",0.1987266
4,"deer-gun","churn","age",2012,"35-44",0.1908038
4,"deer-gun","churn","age",2012,"45-54",0.1774603
4,"deer-gun","churn","age",2012,"55-64",0.1752169
4,"deer-gun","churn","age",2012,"65+",0.216885
4,"deer-gun","churn","age",2013,"0-17",0.2418252
4,"deer-gun","churn","age",2013,"18-24",0.2617472
4,"deer-gun","churn","age",2013,"25-34",0.2195889
4,"deer-gun","churn","age",2013,"35-44",0.2189473
4,"deer-gun","churn","age",2013,"45-54",0.2068289
4,"deer-gun","churn","age",2013,"55-64",0.2068128
4,"deer-gun","churn","age",2013,"65+",0.2540093
4,"deer-gun","churn","age",2014,"0-17",0.2410951
4,"deer-gun","churn","age",2014,"18-24",0.2531772
4,"deer-gun","churn","age",2014,"25-34",0.216785
4,"deer-gun","churn","age",2014,"35-44",0.2005597
4,"deer-gun","churn","age",2014,"45-54",0.1859552
4,"deer-gun","churn","age",2014,"55-64",0.1760186
4,"deer-gun","churn","age",2014,"65+",0.2128002
4,"deer-gun","churn","age",2015,"0-17",0.2478559
4,"deer-gun","churn","age",2015,"18-24",0.2611732
4,"deer-gun","churn","age",2015,"25-34",0.2190438
4,"deer-gun","churn","age",2015,"35-44",0.205444
4,"deer-gun","churn","age",2015,"45-54",0.1930596
4,"deer-gun","churn","age",2015,"55-64",0.1859975
4,"deer-gun","churn","age",2015,"65+",0.2221843
4,"deer-gun","churn","age",2016,"0-17",0.2475154
4,"deer-gun","churn","age",2016,"18-24",0.2640277
4,"deer-gun","churn","age",2016,"25-34",0.2193396
4,"deer-gun","churn","age",2016,"35-44",0.2006057
4,"deer-gun","churn","age",2016,"45-54",0.1895203
4,"deer-gun","churn","age",2016,"55-64",0.1853174
4,"deer-gun","churn","age",2016,"65+",0.214404
4,"deer-gun","churn","Residency",2007,"Resident",0.1885713
4,"deer-gun","churn","Residency",2007,"Nonresident",0.5239127
4,"deer-gun","churn","Residency",2008,"Resident",0.1845797
4,"deer-gun","churn","Residency",2008,"Nonresident",0.5109347
4,"deer-gun","churn","Residency",2009,"Resident",0.1955191
4,"deer-gun","churn","Residency",2009,"Nonresident",0.5298241
4,"deer-gun","churn","Residency",2010,"Resident",0.197177
4,"deer-gun","churn","Residency",2010,"Nonresident",0.4887927
4,"deer-gun","churn","Residency",2011,"Resident",0.1912652
4,"deer-gun","churn","Residency",2011,"Nonresident",0.4803952
4,"deer-gun","churn","Residency",2012,"Resident",0.1871857
4,"deer-gun","churn","Residency",2012,"Nonresident",0.4556351
4,"deer-gun","churn","Residency",2013,"Resident",0.2148664
4,"deer-gun","churn","Residency",2013,"Nonresident",0.4772864
4,"deer-gun","churn","Residency",2014,"Resident",0.1980051
4,"deer-gun","churn","Residency",2014,"Nonresident",0.4726742
4,"deer-gun","churn","Residency",2015,"Resident",0.2058062
4,"deer-gun","churn","Residency",2015,"Nonresident",0.4559659
4,"deer-gun","churn","Residency",2016,"Resident",0.2030466
4,"deer-gun","churn","Residency",2016,"Nonresident",0.4591554
4,"deer-gun","churn","county",2015,"Adair",0.2020498
4,"deer-gun","churn","county",2015,"Adams",0.2645012
4,"deer-gun","churn","county",2015,"Allamakee",0.1322242
4,"deer-gun","churn","county",2015,"Appanoose",0.2714041
4,"deer-gun","churn","county",2015,"Audubon",0.2063037
4,"deer-gun","churn","county",2015,"Benton",0.1837037
4,"deer-gun","churn","county",2015,"Black Hawk",0.2051836
4,"deer-gun","churn","county",2015,"Boone",0.2163662
4,"deer-gun","churn","county",2015,"Bremer",0.1666667
4,"deer-gun","churn","county",2015,"Buchanan",0.1574119
4,"deer-gun","churn","county",2015,"Buena Vista",0.2427307
4,"deer-gun","churn","county",2015,"Butler",0.1700522
4,"deer-gun","churn","county",2015,"Calhoun",0.2201646
4,"deer-gun","churn","county",2015,"Carroll",0.2156711
4,"deer-gun","churn","county",2015,"Cass",0.2205285
4,"deer-gun","churn","county",2015,"Cedar",0.1879577
4,"deer-gun","churn","county",2015,"Cerro Gordo",0.2144213
4,"deer-gun","churn","county",2015,"Cherokee",0.2013889
4,"deer-gun","churn","county",2015,"Chickasaw",0.1565731
4,"deer-gun","churn","county",2015,"Clarke",0.2125668
4,"deer-gun","churn","county",2015,"Clay",0.2582973
4,"deer-gun","churn","county",2015,"Clayton",0.1393752
4,"deer-gun","churn","county",2015,"Clinton",0.1706546
4,"deer-gun","churn","county",2015,"Crawford",0.2175103
4,"deer-gun","churn","county",2015,"Dallas",0.1956434
4,"deer-gun","churn","county",2015,"Davis",0.2359063
4,"deer-gun","churn","county",2015,"Decatur",0.1878173
4,"deer-gun","churn","county",2015,"Delaware",0.1552538
4,"deer-gun","churn","county",2015,"Des Moines",0.2145151
4,"deer-gun","churn","county",2015,"Dickinson",0.2260101
4,"deer-gun","churn","county",2015,"Dubuque",0.143353
4,"deer-gun","churn","county",2015,"Emmet",0.2062084
4,"deer-gun","churn","county",2015,"Fayette",0.1592148
4,"deer-gun","churn","county",2015,"Floyd",0.1734961
4,"deer-gun","churn","county",2015,"Franklin",0.1894094
4,"deer-gun","churn","county",2015,"Fremont",0.2197393
4,"deer-gun","churn","county",2015,"Greene",0.2182836
4,"deer-gun","churn","county",2015,"Grundy",0.1840412
4,"deer-gun","churn","county",2015,"Guthrie",0.1702526
4,"deer-gun","churn","county",2015,"Hamilton",0.1981132
4,"deer-gun","churn","county",2015,"Hancock",0.2065217
4,"deer-gun","churn","county",2015,"Hardin",0.2021467
4,"deer-gun","churn","county",2015,"Harrison",0.2159187
4,"deer-gun","churn","county",2015,"Henry",0.1991643
4,"deer-gun","churn","county",2015,"Howard",0.1571313
4,"deer-gun","churn","county",2015,"Humboldt",0.25
4,"deer-gun","churn","county",2015,"Ida",0.1974026
4,"deer-gun","churn","county",2015,"Iowa",0.1749717
4,"deer-gun","churn","county",2015,"Jackson",0.1541171
4,"deer-gun","churn","county",2015,"Jasper",0.1950092
4,"deer-gun","churn","county",2015,"Jefferson",0.2092486
4,"deer-gun","churn","county",2015,"Johnson",0.2076756
4,"deer-gun","churn","county",2015,"Jones",0.1851852
4,"deer-gun","churn","county",2015,"Keokuk",0.1847134
4,"deer-gun","churn","county",2015,"Kossuth",0.2197071
4,"deer-gun","churn","county",2015,"Lee",0.2255254
4,"deer-gun","churn","county",2015,"Linn",0.2041123
4,"deer-gun","churn","county",2015,"Louisa",0.1827554
4,"deer-gun","churn","county",2015,"Lucas",0.2166667
4,"deer-gun","churn","county",2015,"Lyon",0.1908007
4,"deer-gun","churn","county",2015,"Madison",0.1925383
4,"deer-gun","churn","county",2015,"Mahaska",0.1868613
4,"deer-gun","churn","county",2015,"Marion",0.199765
4,"deer-gun","churn","county",2015,"Marshall",0.2277154
4,"deer-gun","churn","county",2015,"Mills",0.2437811
4,"deer-gun","churn","county",2015,"Mitchell",0.1845444
4,"deer-gun","churn","county",2015,"Monona",0.2173228
4,"deer-gun","churn","county",2015,"Monroe",0.1689106
4,"deer-gun","churn","county",2015,"Montgomery",0.1907152
4,"deer-gun","churn","county",2015,"Muscatine",0.1879845
4,"deer-gun","churn","county",2015,"O'Brien",0.2538569
4,"deer-gun","churn","county",2015,"Osceola",0.2627451
4,"deer-gun","churn","county",2015,"Page",0.2295918
4,"deer-gun","churn","county",2015,"Palo Alto",0.2140625
4,"deer-gun","churn","county",2015,"Plymouth",0.2380952
4,"deer-gun","churn","county",2015,"Pocahontas",0.244898
4,"deer-gun","churn","county",2015,"Polk",0.2387614
4,"deer-gun","churn","county",2015,"Pottawattamie",0.2423387
4,"deer-gun","churn","county",2015,"Poweshiek",0.1927966
4,"deer-gun","churn","county",2015,"Ringgold",0.2089094
4,"deer-gun","churn","county",2015,"Sac",0.2044506
4,"deer-gun","churn","county",2015,"Scott",0.2109849
4,"deer-gun","churn","county",2015,"Shelby",0.1861252
4,"deer-gun","churn","county",2015,"Sioux",0.2260217
4,"deer-gun","churn","county",2015,"Story",0.2375715
4,"deer-gun","churn","county",2015,"Tama",0.1669004
4,"deer-gun","churn","county",2015,"Taylor",0.2462173
4,"deer-gun","churn","county",2015,"Union",0.2041933
4,"deer-gun","churn","county",2015,"Van Buren",0.2021773
4,"deer-gun","churn","county",2015,"Wapello",0.2553062
4,"deer-gun","churn","county",2015,"Warren",0.1961806
4,"deer-gun","churn","county",2015,"Washington",0.1743738
4,"deer-gun","churn","county",2015,"Wayne",0.2022599
4,"deer-gun","churn","county",2015,"Webster",0.2505643
4,"deer-gun","churn","county",2015,"Winnebago",0.1774744
4,"deer-gun","churn","county",2015,"Winneshiek",0.1520824
4,"deer-gun","churn","county",2015,"Woodbury",0.2538185
4,"deer-gun","churn","county",2015,"Worth",0.1850467
4,"deer-gun","churn","county",2015,"Wright",0.2038217
4,"deer-gun","churn","county",2016,"Adair",0.1454824
4,"deer-gun","churn","county",2016,"Adams",0.179803
4,"deer-gun","churn","county",2016,"Allamakee",0.1494303
4,"deer-gun","churn","county",2016,"Appanoose",0.1966292
4,"deer-gun","churn","county",2016,"Audubon",0.2234637
4,"deer-gun","churn","county",2016,"Benton",0.1916499
4,"deer-gun","churn","county",2016,"Black Hawk",0.2162606
4,"deer-gun","churn","county",2016,"Boone",0.200431
4,"deer-gun","churn","county",2016,"Bremer",0.1499518
4,"deer-gun","churn","county",2016,"Buchanan",0.1714964
4,"deer-gun","churn","county",2016,"Buena Vista",0.2051984
4,"deer-gun","churn","county",2016,"Butler",0.1804598
4,"deer-gun","churn","county",2016,"Calhoun",0.2093023
4,"deer-gun","churn","county",2016,"Carroll",0.1982272
4,"deer-gun","churn","county",2016,"Cass",0.2063492
4,"deer-gun","churn","county",2016,"Cedar",0.1745763
4,"deer-gun","churn","county",2016,"Cerro Gordo",0.1981687
4,"deer-gun","churn","county",2016,"Cherokee",0.2041958
4,"deer-gun","churn","county",2016,"Chickasaw",0.1800292
4,"deer-gun","churn","county",2016,"Clarke",0.200267
4,"deer-gun","churn","county",2016,"Clay",0.2902256
4,"deer-gun","churn","county",2016,"Clayton",0.1377656
4,"deer-gun","churn","county",2016,"Clinton",0.1762557
4,"deer-gun","churn","county",2016,"Crawford",0.2177068
4,"deer-gun","churn","county",2016,"Dallas",0.2198241
4,"deer-gun","churn","county",2016,"Davis",0.2332123
4,"deer-gun","churn","county",2016,"Decatur",0.2191781
4,"deer-gun","churn","county",2016,"Delaware",0.1601913
4,"deer-gun","churn","county",2016,"Des Moines",0.2467277
4,"deer-gun","churn","county",2016,"Dickinson",0.2552927
4,"deer-gun","churn","county",2016,"Dubuque",0.143775
4,"deer-gun","churn","county",2016,"Emmet",0.2505263
4,"deer-gun","churn","county",2016,"Fayette",0.1774105
4,"deer-gun","churn","county",2016,"Floyd",0.1844828
4,"deer-gun","churn","county",2016,"Franklin",0.1814433
4,"deer-gun","churn","county",2016,"Fremont",0.2551595
4,"deer-gun","churn","county",2016,"Greene",0.2086466
4,"deer-gun","churn","county",2016,"Grundy",0.2129278
4,"deer-gun","churn","county",2016,"Guthrie",0.1945205
4,"deer-gun","churn","county",2016,"Hamilton",0.229927
4,"deer-gun","churn","county",2016,"Hancock",0.2320144
4,"deer-gun","churn","county",2016,"Hardin",0.1907834
4,"deer-gun","churn","county",2016,"Harrison",0.1835834
4,"deer-gun","churn","county",2016,"Henry",0.1980337
4,"deer-gun","churn","county",2016,"Howard",0.1843354
4,"deer-gun","churn","county",2016,"Humboldt",0.2419355
4,"deer-gun","churn","county",2016,"Ida",0.2436548
4,"deer-gun","churn","county",2016,"Iowa",0.1411695
4,"deer-gun","churn","county",2016,"Jackson",0.148265
4,"deer-gun","churn","county",2016,"Jasper",0.1869607
4,"deer-gun","churn","county",2016,"Jefferson",0.2007168
4,"deer-gun","churn","county",2016,"Johnson",0.1923937
4,"deer-gun","churn","county",2016,"Jones",0.16802
4,"deer-gun","churn","county",2016,"Keokuk",0.1794665
4,"deer-gun","churn","county",2016,"Kossuth",0.217862
4,"deer-gun","churn","county",2016,"Lee",0.2087245
4,"deer-gun","churn","county",2016,"Linn",0.2024398
4,"deer-gun","churn","county",2016,"Louisa",0.1740357
4,"deer-gun","churn","county",2016,"Lucas",0.1652977
4,"deer-gun","churn","county",2016,"Lyon",0.2446982
4,"deer-gun","churn","county",2016,"Madison",0.2173052
4,"deer-gun","churn","county",2016,"Mahaska",0.1848863
4,"deer-gun","churn","county",2016,"Marion",0.1764221
4,"deer-gun","churn","county",2016,"Marshall",0.1982343
4,"deer-gun","churn","county",2016,"Mills",0.2591146
4,"deer-gun","churn","county",2016,"Mitchell",0.1881414
4,"deer-gun","churn","county",2016,"Monona",0.224359
4,"deer-gun","churn","county",2016,"Monroe",0.2110429
4,"deer-gun","churn","county",2016,"Montgomery",0.1949045
4,"deer-gun","churn","county",2016,"Muscatine",0.1931599
4,"deer-gun","churn","county",2016,"O'Brien",0.2195122
4,"deer-gun","churn","county",2016,"Osceola",0.2256809
4,"deer-gun","churn","county",2016,"Page",0.2086957
4,"deer-gun","churn","county",2016,"Palo Alto",0.2380192
4,"deer-gun","churn","county",2016,"Plymouth",0.2505618
4,"deer-gun","churn","county",2016,"Pocahontas",0.2596491
4,"deer-gun","churn","county",2016,"Polk",0.2287603
4,"deer-gun","churn","county",2016,"Pottawattamie",0.2374541
4,"deer-gun","churn","county",2016,"Poweshiek",0.1736264
4,"deer-gun","churn","county",2016,"Ringgold",0.1881804
4,"deer-gun","churn","county",2016,"Sac",0.185879
4,"deer-gun","churn","county",2016,"Scott",0.2078273
4,"deer-gun","churn","county",2016,"Shelby",0.1810193
4,"deer-gun","churn","county",2016,"Sioux",0.2182741
4,"deer-gun","churn","county",2016,"Story",0.2290249
4,"deer-gun","churn","county",2016,"Tama",0.1819474
4,"deer-gun","churn","county",2016,"Taylor",0.2202643
4,"deer-gun","churn","county",2016,"Union",0.2063492
4,"deer-gun","churn","county",2016,"Van Buren",0.1880621
4,"deer-gun","churn","county",2016,"Wapello",0.2274819
4,"deer-gun","churn","county",2016,"Warren",0.1991085
4,"deer-gun","churn","county",2016,"Washington",0.1627335
4,"deer-gun","churn","county",2016,"Wayne",0.2061742
4,"deer-gun","churn","county",2016,"Webster",0.2214052
4,"deer-gun","churn","county",2016,"Winnebago",0.2186495
4,"deer-gun","churn","county",2016,"Winneshiek",0.1578697
4,"deer-gun","churn","county",2016,"Woodbury",0.2511693
4,"deer-gun","churn","county",2016,"Worth",0.228361
4,"deer-gun","churn","county",2016,"Wright",0.2060703
4,"deer-gun","participants","month",2006,"6",7714
4,"deer-gun","participants","month",2006,"7",1019
4,"deer-gun","participants","month",2006,"8",20197
4,"deer-gun","participants","month",2006,"9",34183
4,"deer-gun","participants","month",2006,"10",32030
4,"deer-gun","participants","month",2006,"11",102334
4,"deer-gun","participants","month",2006,"12",108978
4,"deer-gun","participants","month",2007,"6",7800
4,"deer-gun","participants","month",2007,"7",1152
4,"deer-gun","participants","month",2007,"8",21651
4,"deer-gun","participants","month",2007,"9",39670
4,"deer-gun","participants","month",2007,"10",30639
4,"deer-gun","participants","month",2007,"11",131684
4,"deer-gun","participants","month",2007,"12",80181
4,"deer-gun","participants","month",2008,"1",10
4,"deer-gun","participants","month",2008,"2",17
4,"deer-gun","participants","month",2008,"3",49
4,"deer-gun","participants","month",2008,"4",6
4,"deer-gun","participants","month",2008,"5",15
4,"deer-gun","participants","month",2008,"6",10
4,"deer-gun","participants","month",2008,"7",9464
4,"deer-gun","participants","month",2008,"8",21021
4,"deer-gun","participants","month",2008,"9",38510
4,"deer-gun","participants","month",2008,"10",30883
4,"deer-gun","participants","month",2008,"11",65114
4,"deer-gun","participants","month",2008,"12",161047
4,"deer-gun","participants","month",2009,"1",10
4,"deer-gun","participants","month",2009,"2",30
4,"deer-gun","participants","month",2009,"3",15
4,"deer-gun","participants","month",2009,"5",4
4,"deer-gun","participants","month",2009,"6",18
4,"deer-gun","participants","month",2009,"7",9404
4,"deer-gun","participants","month",2009,"8",22245
4,"deer-gun","participants","month",2009,"9",34799
4,"deer-gun","participants","month",2009,"10",28987
4,"deer-gun","participants","month",2009,"11",60208
4,"deer-gun","participants","month",2009,"12",164475
4,"deer-gun","participants","month",2010,"2",17
4,"deer-gun","participants","month",2010,"3",46
4,"deer-gun","participants","month",2010,"5",5
4,"deer-gun","participants","month",2010,"6",10
4,"deer-gun","participants","month",2010,"7",8940
4,"deer-gun","participants","month",2010,"8",20231
4,"deer-gun","participants","month",2010,"9",31101
4,"deer-gun","participants","month",2010,"10",23445
4,"deer-gun","participants","month",2010,"11",67674
4,"deer-gun","participants","month",2010,"12",154419
4,"deer-gun","participants","month",2011,"0",5
4,"deer-gun","participants","month",2011,"1",1
4,"deer-gun","participants","month",2011,"2",5
4,"deer-gun","participants","month",2011,"3",10
4,"deer-gun","participants","month",2011,"5",10
4,"deer-gun","participants","month",2011,"6",36
4,"deer-gun","participants","month",2011,"7",8574
4,"deer-gun","participants","month",2011,"8",18933
4,"deer-gun","participants","month",2011,"9",29621
4,"deer-gun","participants","month",2011,"10",19345
4,"deer-gun","participants","month",2011,"11",74271
4,"deer-gun","participants","month",2011,"12",152235
4,"deer-gun","participants","month",2012,"0",1
4,"deer-gun","participants","month",2012,"1",11
4,"deer-gun","participants","month",2012,"2",10
4,"deer-gun","participants","month",2012,"5",1
4,"deer-gun","participants","month",2012,"6",71
4,"deer-gun","participants","month",2012,"7",8988
4,"deer-gun","participants","month",2012,"8",21658
4,"deer-gun","participants","month",2012,"9",28604
4,"deer-gun","participants","month",2012,"10",20329
4,"deer-gun","participants","month",2012,"11",106346
4,"deer-gun","participants","month",2012,"12",100475
4,"deer-gun","participants","month",2013,"1",5
4,"deer-gun","participants","month",2013,"2",12
4,"deer-gun","participants","month",2013,"3",5
4,"deer-gun","participants","month",2013,"5",2
4,"deer-gun","participants","month",2013,"6",7488
4,"deer-gun","participants","month",2013,"7",1462
4,"deer-gun","participants","month",2013,"8",18405
4,"deer-gun","participants","month",2013,"9",27703
4,"deer-gun","participants","month",2013,"10",19521
4,"deer-gun","participants","month",2013,"11",34371
4,"deer-gun","participants","month",2013,"12",159841
4,"deer-gun","participants","month",2014,"0",3
4,"deer-gun","participants","month",2014,"1",4
4,"deer-gun","participants","month",2014,"2",11
4,"deer-gun","participants","month",2014,"3",2
4,"deer-gun","participants","month",2014,"4",5
4,"deer-gun","participants","month",2014,"5",1
4,"deer-gun","participants","month",2014,"6",7401
4,"deer-gun","participants","month",2014,"7",1451
4,"deer-gun","participants","month",2014,"8",21325
4,"deer-gun","participants","month",2014,"9",26136
4,"deer-gun","participants","month",2014,"10",18072
4,"deer-gun","participants","month",2014,"11",35008
4,"deer-gun","participants","month",2014,"12",141294
4,"deer-gun","participants","month",2015,"1",1
4,"deer-gun","participants","month",2015,"2",20
4,"deer-gun","participants","month",2015,"3",6
4,"deer-gun","participants","month",2015,"4",2
4,"deer-gun","participants","month",2015,"6",7528
4,"deer-gun","participants","month",2015,"7",1319
4,"deer-gun","participants","month",2015,"8",20363
4,"deer-gun","participants","month",2015,"9",25503
4,"deer-gun","participants","month",2015,"10",19009
4,"deer-gun","participants","month",2015,"11",40169
4,"deer-gun","participants","month",2015,"12",133557
4,"deer-gun","participants","month",2016,"1",19
4,"deer-gun","participants","month",2016,"2",7
4,"deer-gun","participants","month",2016,"5",5
4,"deer-gun","participants","month",2016,"6",7522
4,"deer-gun","participants","month",2016,"7",1050
4,"deer-gun","participants","month",2016,"8",19914
4,"deer-gun","participants","month",2016,"9",27291
4,"deer-gun","participants","month",2016,"10",17819
4,"deer-gun","participants","month",2016,"11",54950
4,"deer-gun","participants","month",2016,"12",114470
4,"deer-gun","participants - recruited","month",2011,"6",1
4,"deer-gun","participants - recruited","month",2011,"7",2354
4,"deer-gun","participants - recruited","month",2011,"8",823
4,"deer-gun","participants - recruited","month",2011,"9",3285
4,"deer-gun","participants - recruited","month",2011,"10",1076
4,"deer-gun","participants - recruited","month",2011,"11",3618
4,"deer-gun","participants - recruited","month",2011,"12",10119
4,"deer-gun","participants - recruited","month",2012,"2",2
4,"deer-gun","participants - recruited","month",2012,"6",2
4,"deer-gun","participants - recruited","month",2012,"7",2574
4,"deer-gun","participants - recruited","month",2012,"8",920
4,"deer-gun","participants - recruited","month",2012,"9",3585
4,"deer-gun","participants - recruited","month",2012,"10",1075
4,"deer-gun","participants - recruited","month",2012,"11",5815
4,"deer-gun","participants - recruited","month",2012,"12",7844
4,"deer-gun","participants - recruited","month",2013,"2",1
4,"deer-gun","participants - recruited","month",2013,"6",2303
4,"deer-gun","participants - recruited","month",2013,"7",222
4,"deer-gun","participants - recruited","month",2013,"8",885
4,"deer-gun","participants - recruited","month",2013,"9",3255
4,"deer-gun","participants - recruited","month",2013,"10",1304
4,"deer-gun","participants - recruited","month",2013,"11",2036
4,"deer-gun","participants - recruited","month",2013,"12",10803
4,"deer-gun","participants - recruited","month",2014,"2",5
4,"deer-gun","participants - recruited","month",2014,"6",2122
4,"deer-gun","participants - recruited","month",2014,"7",252
4,"deer-gun","participants - recruited","month",2014,"8",924
4,"deer-gun","participants - recruited","month",2014,"9",2903
4,"deer-gun","participants - recruited","month",2014,"10",1288
4,"deer-gun","participants - recruited","month",2014,"11",2001
4,"deer-gun","participants - recruited","month",2014,"12",10408
4,"deer-gun","participants - recruited","month",2015,"2",1
4,"deer-gun","participants - recruited","month",2015,"4",1
4,"deer-gun","participants - recruited","month",2015,"6",2346
4,"deer-gun","participants - recruited","month",2015,"7",183
4,"deer-gun","participants - recruited","month",2015,"8",783
4,"deer-gun","participants - recruited","month",2015,"9",2678
4,"deer-gun","participants - recruited","month",2015,"10",1228
4,"deer-gun","participants - recruited","month",2015,"11",2121
4,"deer-gun","participants - recruited","month",2015,"12",9580
4,"deer-gun","participants - recruited","month",2016,"6",2192
4,"deer-gun","participants - recruited","month",2016,"7",138
4,"deer-gun","participants - recruited","month",2016,"8",834
4,"deer-gun","participants - recruited","month",2016,"9",2886
4,"deer-gun","participants - recruited","month",2016,"10",1151
4,"deer-gun","participants - recruited","month",2016,"11",2803
4,"deer-gun","participants - recruited","month",2016,"12",8186
4,"hunt","participants","All",2006,"All",271970
4,"hunt","participants","All",2007,"All",270659
4,"hunt","participants","All",2008,"All",260203
4,"hunt","participants","All",2009,"All",252520
4,"hunt","participants","All",2010,"All",241569
4,"hunt","participants","All",2011,"All",237961
4,"hunt","participants","All",2012,"All",243634
4,"hunt","participants","All",2013,"All",243206
4,"hunt","participants","All",2014,"All",249275
4,"hunt","participants","All",2015,"All",254117
4,"hunt","participants","All",2016,"All",253947
4,"hunt","participants","gender",2006,"Male",258084
4,"hunt","participants","gender",2006,"Female",13886
4,"hunt","participants","gender",2007,"Male",256444
4,"hunt","participants","gender",2007,"Female",14215
4,"hunt","participants","gender",2008,"Male",246030
4,"hunt","participants","gender",2008,"Female",14173
4,"hunt","participants","gender",2009,"Male",238077
4,"hunt","participants","gender",2009,"Female",14443
4,"hunt","participants","gender",2010,"Male",227574
4,"hunt","participants","gender",2010,"Female",13995
4,"hunt","participants","gender",2011,"Male",223362
4,"hunt","participants","gender",2011,"Female",14599
4,"hunt","participants","gender",2012,"Male",227221
4,"hunt","participants","gender",2012,"Female",16413
4,"hunt","participants","gender",2013,"Male",225956
4,"hunt","participants","gender",2013,"Female",17250
4,"hunt","participants","gender",2014,"Male",230717
4,"hunt","participants","gender",2014,"Female",18558
4,"hunt","participants","gender",2015,"Male",234610
4,"hunt","participants","gender",2015,"Female",19507
4,"hunt","participants","gender",2016,"Male",233964
4,"hunt","participants","gender",2016,"Female",19983
4,"hunt","participants","age",2006,"0-17",26487
4,"hunt","participants","age",2006,"18-24",29719
4,"hunt","participants","age",2006,"25-34",45038
4,"hunt","participants","age",2006,"35-44",57813
4,"hunt","participants","age",2006,"45-54",59338
4,"hunt","participants","age",2006,"55-64",35468
4,"hunt","participants","age",2006,"65+",18107
4,"hunt","participants","age",2007,"0-17",26694
4,"hunt","participants","age",2007,"18-24",29508
