"","region","state","timeframe","group","metric","segment","year","category","value","aggregation","states_included"
"2215","Midwest","IA","full-year","all_sports","participation rate","age",2010,"18-24",0.174909151105488,"NONE",NA
"2216","Midwest","IA","full-year","all_sports","participation rate","age",2011,"18-24",0.17555292728001,"NONE",NA
"2217","Midwest","IA","full-year","all_sports","participation rate","age",2012,"18-24",0.192112370997612,"NONE",NA
"2218","Midwest","IA","full-year","all_sports","participation rate","age",2013,"18-24",0.18227522236181,"NONE",NA
"2219","Midwest","IA","full-year","all_sports","participation rate","age",2014,"18-24",0.182354386567854,"NONE",NA
"2220","Midwest","IA","full-year","all_sports","participation rate","age",2015,"18-24",0.180537501030393,"NONE",NA
"2221","Midwest","IA","full-year","all_sports","participation rate","age",2016,"18-24",0.177014523773853,"NONE",NA
"2222","Midwest","IA","full-year","all_sports","participation rate","age",2017,"18-24",0.169297035212474,"NONE",NA
"2223","Midwest","IA","full-year","all_sports","participation rate","age",2018,"18-24",0.150218345302299,"NONE",NA
"2224","Midwest","IA","full-year","all_sports","participation rate","age",2010,"25-34",0.21409512983374,"NONE",NA
"2225","Midwest","IA","full-year","all_sports","participation rate","age",2011,"25-34",0.209309724023014,"NONE",NA
"2226","Midwest","IA","full-year","all_sports","participation rate","age",2012,"25-34",0.218800273340987,"NONE",NA
"2227","Midwest","IA","full-year","all_sports","participation rate","age",2013,"25-34",0.205661256107594,"NONE",NA
"2228","Midwest","IA","full-year","all_sports","participation rate","age",2014,"25-34",0.207948102079195,"NONE",NA
"2229","Midwest","IA","full-year","all_sports","participation rate","age",2015,"25-34",0.212701404248233,"NONE",NA
"2230","Midwest","IA","full-year","all_sports","participation rate","age",2016,"25-34",0.214412226631102,"NONE",NA
"2231","Midwest","IA","full-year","all_sports","participation rate","age",2017,"25-34",0.207016480516402,"NONE",NA
"2232","Midwest","IA","full-year","all_sports","participation rate","age",2018,"25-34",0.187718299097769,"NONE",NA
"2233","Midwest","IA","full-year","all_sports","participation rate","age",2010,"35-44",0.200597047204765,"NONE",NA
"2234","Midwest","IA","full-year","all_sports","participation rate","age",2011,"35-44",0.199485080750069,"NONE",NA
"2235","Midwest","IA","full-year","all_sports","participation rate","age",2012,"35-44",0.211087160396536,"NONE",NA
"2236","Midwest","IA","full-year","all_sports","participation rate","age",2013,"35-44",0.200330180857914,"NONE",NA
"2237","Midwest","IA","full-year","all_sports","participation rate","age",2014,"35-44",0.202358463963831,"NONE",NA
"2238","Midwest","IA","full-year","all_sports","participation rate","age",2015,"35-44",0.206840017761082,"NONE",NA
"2239","Midwest","IA","full-year","all_sports","participation rate","age",2016,"35-44",0.210636404370386,"NONE",NA
"2240","Midwest","IA","full-year","all_sports","participation rate","age",2017,"35-44",0.210266512780195,"NONE",NA
"2241","Midwest","IA","full-year","all_sports","participation rate","age",2018,"35-44",0.196138172454472,"NONE",NA
"2242","Midwest","IA","full-year","all_sports","participation rate","age",2010,"45-54",0.191156629498498,"NONE",NA
"2243","Midwest","IA","full-year","all_sports","participation rate","age",2011,"45-54",0.187132898174799,"NONE",NA
"2244","Midwest","IA","full-year","all_sports","participation rate","age",2012,"45-54",0.192688074571779,"NONE",NA
"2245","Midwest","IA","full-year","all_sports","participation rate","age",2013,"45-54",0.178826386785973,"NONE",NA
"2246","Midwest","IA","full-year","all_sports","participation rate","age",2014,"45-54",0.179683595195122,"NONE",NA
"2247","Midwest","IA","full-year","all_sports","participation rate","age",2015,"45-54",0.182804887700979,"NONE",NA
"2248","Midwest","IA","full-year","all_sports","participation rate","age",2016,"45-54",0.185232555587005,"NONE",NA
"2249","Midwest","IA","full-year","all_sports","participation rate","age",2017,"45-54",0.181980618609189,"NONE",NA
"2250","Midwest","IA","full-year","all_sports","participation rate","age",2018,"45-54",0.164318867894765,"NONE",NA
"2251","Midwest","IA","full-year","all_sports","participation rate","age",2010,"55-64",0.182155210413707,"NONE",NA
"2252","Midwest","IA","full-year","all_sports","participation rate","age",2011,"55-64",0.177199119298139,"NONE",NA
"2253","Midwest","IA","full-year","all_sports","participation rate","age",2012,"55-64",0.182479779059727,"NONE",NA
"2254","Midwest","IA","full-year","all_sports","participation rate","age",2013,"55-64",0.170378090624234,"NONE",NA
"2255","Midwest","IA","full-year","all_sports","participation rate","age",2014,"55-64",0.172568015770051,"NONE",NA
"2256","Midwest","IA","full-year","all_sports","participation rate","age",2015,"55-64",0.178568679884563,"NONE",NA
"2257","Midwest","IA","full-year","all_sports","participation rate","age",2016,"55-64",0.181012623614116,"NONE",NA
"2258","Midwest","IA","full-year","all_sports","participation rate","age",2017,"55-64",0.178848537157992,"NONE",NA
"2259","Midwest","IA","full-year","all_sports","participation rate","age",2018,"55-64",0.168720539607722,"NONE",NA
"2260","Midwest","IA","full-year","all_sports","participation rate","all",2010,"all",0.193278023957305,"NONE",NA
"2261","Midwest","IA","full-year","all_sports","participation rate","all",2011,"all",0.19024154223407,"NONE",NA
"2262","Midwest","IA","full-year","all_sports","participation rate","all",2012,"all",0.199509867783579,"NONE",NA
"2263","Midwest","IA","full-year","all_sports","participation rate","all",2013,"all",0.187355157076899,"NONE",NA
"2264","Midwest","IA","full-year","all_sports","participation rate","all",2014,"all",0.18885986112811,"NONE",NA
"2265","Midwest","IA","full-year","all_sports","participation rate","all",2015,"all",0.192333637337698,"NONE",NA
"2266","Midwest","IA","full-year","all_sports","participation rate","all",2016,"all",0.193883826555754,"NONE",NA
"2267","Midwest","IA","full-year","all_sports","participation rate","all",2017,"all",0.189826709821691,"NONE",NA
"2268","Midwest","IA","full-year","all_sports","participation rate","all",2018,"all",0.173908658476874,"NONE",NA
"2269","Midwest","IA","full-year","all_sports","participation rate","gender",2010,"female",0.0779919590596605,"NONE",NA
"2270","Midwest","IA","full-year","all_sports","participation rate","gender",2011,"female",0.0775603133169764,"NONE",NA
"2271","Midwest","IA","full-year","all_sports","participation rate","gender",2012,"female",0.0864077626765217,"NONE",NA
"2272","Midwest","IA","full-year","all_sports","participation rate","gender",2013,"female",0.0783791929516985,"NONE",NA
"2273","Midwest","IA","full-year","all_sports","participation rate","gender",2014,"female",0.0818058267956057,"NONE",NA
"2274","Midwest","IA","full-year","all_sports","participation rate","gender",2015,"female",0.0858343711937604,"NONE",NA
"2275","Midwest","IA","full-year","all_sports","participation rate","gender",2016,"female",0.0897121421145416,"NONE",NA
"2276","Midwest","IA","full-year","all_sports","participation rate","gender",2017,"female",0.0886088526905952,"NONE",NA
"2277","Midwest","IA","full-year","all_sports","participation rate","gender",2018,"female",0.0761934688043016,"NONE",NA
"2278","Midwest","IA","full-year","all_sports","participation rate","gender",2010,"male",0.306697906731219,"NONE",NA
"2279","Midwest","IA","full-year","all_sports","participation rate","gender",2011,"male",0.300902493456715,"NONE",NA
"2280","Midwest","IA","full-year","all_sports","participation rate","gender",2012,"male",0.310523329710049,"NONE",NA
"2281","Midwest","IA","full-year","all_sports","participation rate","gender",2013,"male",0.294200870932317,"NONE",NA
"2282","Midwest","IA","full-year","all_sports","participation rate","gender",2014,"male",0.2936130637971,"NONE",NA
"2283","Midwest","IA","full-year","all_sports","participation rate","gender",2015,"male",0.296556441622871,"NONE",NA
"2284","Midwest","IA","full-year","all_sports","participation rate","gender",2016,"male",0.295673795719516,"NONE",NA
"2285","Midwest","IA","full-year","all_sports","participation rate","gender",2017,"male",0.288927631544505,"NONE",NA
"2286","Midwest","IA","full-year","all_sports","participation rate","gender",2018,"male",0.269580169782724,"NONE",NA
"2287","Midwest","IA","full-year","fish","participation rate","age",2010,"18-24",0.139279270863554,"NONE",NA
"2288","Midwest","IA","full-year","fish","participation rate","age",2011,"18-24",0.140681438567187,"NONE",NA
"2289","Midwest","IA","full-year","fish","participation rate","age",2012,"18-24",0.158305729538183,"NONE",NA
"2290","Midwest","IA","full-year","fish","participation rate","age",2013,"18-24",0.149316722404537,"NONE",NA
"2291","Midwest","IA","full-year","fish","participation rate","age",2014,"18-24",0.148898194509447,"NONE",NA
"2292","Midwest","IA","full-year","fish","participation rate","age",2015,"18-24",0.149684872027533,"NONE",NA
"2293","Midwest","IA","full-year","fish","participation rate","age",2016,"18-24",0.147559599429794,"NONE",NA
"2294","Midwest","IA","full-year","fish","participation rate","age",2017,"18-24",0.14049568254247,"NONE",NA
"2295","Midwest","IA","full-year","fish","participation rate","age",2018,"18-24",0.120765937025689,"NONE",NA
"2296","Midwest","IA","full-year","fish","participation rate","age",2010,"25-34",0.171316771266468,"NONE",NA
"2297","Midwest","IA","full-year","fish","participation rate","age",2011,"25-34",0.168073651053591,"NONE",NA
"2298","Midwest","IA","full-year","fish","participation rate","age",2012,"25-34",0.17847111053287,"NONE",NA
"2299","Midwest","IA","full-year","fish","participation rate","age",2013,"25-34",0.166156442315278,"NONE",NA
"2300","Midwest","IA","full-year","fish","participation rate","age",2014,"25-34",0.167810807928336,"NONE",NA
"2301","Midwest","IA","full-year","fish","participation rate","age",2015,"25-34",0.174534005211505,"NONE",NA
"2302","Midwest","IA","full-year","fish","participation rate","age",2016,"25-34",0.177026035603861,"NONE",NA
"2303","Midwest","IA","full-year","fish","participation rate","age",2017,"25-34",0.170200530423339,"NONE",NA
"2304","Midwest","IA","full-year","fish","participation rate","age",2018,"25-34",0.149956867457287,"NONE",NA
"2305","Midwest","IA","full-year","fish","participation rate","age",2010,"35-44",0.159754069448217,"NONE",NA
"2306","Midwest","IA","full-year","fish","participation rate","age",2011,"35-44",0.160569596632814,"NONE",NA
"2307","Midwest","IA","full-year","fish","participation rate","age",2012,"35-44",0.17218104793991,"NONE",NA
"2308","Midwest","IA","full-year","fish","participation rate","age",2013,"35-44",0.163249566221969,"NONE",NA
"2309","Midwest","IA","full-year","fish","participation rate","age",2014,"35-44",0.165063330038669,"NONE",NA
"2310","Midwest","IA","full-year","fish","participation rate","age",2015,"35-44",0.171915367078877,"NONE",NA
"2311","Midwest","IA","full-year","fish","participation rate","age",2016,"35-44",0.177019350037153,"NONE",NA
"2312","Midwest","IA","full-year","fish","participation rate","age",2017,"35-44",0.176677889107305,"NONE",NA
"2313","Midwest","IA","full-year","fish","participation rate","age",2018,"35-44",0.161676522304396,"NONE",NA
"2314","Midwest","IA","full-year","fish","participation rate","age",2010,"45-54",0.148956306087869,"NONE",NA
"2315","Midwest","IA","full-year","fish","participation rate","age",2011,"45-54",0.145913562466758,"NONE",NA
"2316","Midwest","IA","full-year","fish","participation rate","age",2012,"45-54",0.152504311980295,"NONE",NA
"2317","Midwest","IA","full-year","fish","participation rate","age",2013,"45-54",0.141501912978052,"NONE",NA
"2318","Midwest","IA","full-year","fish","participation rate","age",2014,"45-54",0.141456283452475,"NONE",NA
"2319","Midwest","IA","full-year","fish","participation rate","age",2015,"45-54",0.146297888452116,"NONE",NA
"2320","Midwest","IA","full-year","fish","participation rate","age",2016,"45-54",0.150372922851933,"NONE",NA
"2321","Midwest","IA","full-year","fish","participation rate","age",2017,"45-54",0.148136684895648,"NONE",NA
"2322","Midwest","IA","full-year","fish","participation rate","age",2018,"45-54",0.131410905893692,"NONE",NA
"2323","Midwest","IA","full-year","fish","participation rate","age",2010,"55-64",0.145682284461933,"NONE",NA
"2324","Midwest","IA","full-year","fish","participation rate","age",2011,"55-64",0.141524775212909,"NONE",NA
"2325","Midwest","IA","full-year","fish","participation rate","age",2012,"55-64",0.146954781577534,"NONE",NA
"2326","Midwest","IA","full-year","fish","participation rate","age",2013,"55-64",0.13736181015106,"NONE",NA
"2327","Midwest","IA","full-year","fish","participation rate","age",2014,"55-64",0.138720851691956,"NONE",NA
"2328","Midwest","IA","full-year","fish","participation rate","age",2015,"55-64",0.145031127648,"NONE",NA
"2329","Midwest","IA","full-year","fish","participation rate","age",2016,"55-64",0.148386423021006,"NONE",NA
"2330","Midwest","IA","full-year","fish","participation rate","age",2017,"55-64",0.14670063217115,"NONE",NA
"2331","Midwest","IA","full-year","fish","participation rate","age",2018,"55-64",0.135963824693935,"NONE",NA
"2332","Midwest","IA","full-year","fish","participation rate","all",2010,"all",0.153418512792999,"NONE",NA
"2333","Midwest","IA","full-year","fish","participation rate","all",2011,"all",0.151614620725157,"NONE",NA
"2334","Midwest","IA","full-year","fish","participation rate","all",2012,"all",0.161534902792081,"NONE",NA
"2335","Midwest","IA","full-year","fish","participation rate","all",2013,"all",0.151236986717706,"NONE",NA
"2336","Midwest","IA","full-year","fish","participation rate","all",2014,"all",0.15212903382415,"NONE",NA
"2337","Midwest","IA","full-year","fish","participation rate","all",2015,"all",0.157370998648114,"NONE",NA
"2338","Midwest","IA","full-year","fish","participation rate","all",2016,"all",0.160137400945135,"NONE",NA
"2339","Midwest","IA","full-year","fish","participation rate","all",2017,"all",0.156644236803571,"NONE",NA
"2340","Midwest","IA","full-year","fish","participation rate","all",2018,"all",0.140314635480893,"NONE",NA
"2341","Midwest","IA","full-year","fish","participation rate","gender",2010,"female",0.0721373232032665,"NONE",NA
"2342","Midwest","IA","full-year","fish","participation rate","gender",2011,"female",0.0715150195246031,"NONE",NA
"2343","Midwest","IA","full-year","fish","participation rate","gender",2012,"female",0.0800757575999771,"NONE",NA
"2344","Midwest","IA","full-year","fish","participation rate","gender",2013,"female",0.0719830021458813,"NONE",NA
"2345","Midwest","IA","full-year","fish","participation rate","gender",2014,"female",0.074995584736442,"NONE",NA
"2346","Midwest","IA","full-year","fish","participation rate","gender",2015,"female",0.0788997940927763,"NONE",NA
"2347","Midwest","IA","full-year","fish","participation rate","gender",2016,"female",0.0827021353937041,"NONE",NA
"2348","Midwest","IA","full-year","fish","participation rate","gender",2017,"female",0.0816035540331722,"NONE",NA
"2349","Midwest","IA","full-year","fish","participation rate","gender",2018,"female",0.06910489267701,"NONE",NA
"2350","Midwest","IA","full-year","fish","participation rate","gender",2010,"male",0.233383970918199,"NONE",NA
"2351","Midwest","IA","full-year","fish","participation rate","gender",2011,"male",0.230278104843967,"NONE",NA
"2352","Midwest","IA","full-year","fish","participation rate","gender",2012,"male",0.241489751596942,"NONE",NA
"2353","Midwest","IA","full-year","fish","participation rate","gender",2013,"male",0.228941723036755,"NONE",NA
"2354","Midwest","IA","full-year","fish","participation rate","gender",2014,"male",0.227604711833134,"NONE",NA
"2355","Midwest","IA","full-year","fish","participation rate","gender",2015,"male",0.234164851700014,"NONE",NA
"2356","Midwest","IA","full-year","fish","participation rate","gender",2016,"male",0.235802235731559,"NONE",NA
"2357","Midwest","IA","full-year","fish","participation rate","gender",2017,"male",0.230115470438009,"NONE",NA
"2358","Midwest","IA","full-year","fish","participation rate","gender",2018,"male",0.210035051892884,"NONE",NA
"2359","Midwest","IA","full-year","hunt","participation rate","age",2010,"18-24",0.101077545192378,"NONE",NA
"2360","Midwest","IA","full-year","hunt","participation rate","age",2011,"18-24",0.0998905347234584,"NONE",NA
"2361","Midwest","IA","full-year","hunt","participation rate","age",2012,"18-24",0.10259677559878,"NONE",NA
"2362","Midwest","IA","full-year","hunt","participation rate","age",2013,"18-24",0.10348779047737,"NONE",NA
"2363","Midwest","IA","full-year","hunt","participation rate","age",2014,"18-24",0.104135530492692,"NONE",NA
"2364","Midwest","IA","full-year","hunt","participation rate","age",2015,"18-24",0.101362308999576,"NONE",NA
"2365","Midwest","IA","full-year","hunt","participation rate","age",2016,"18-24",0.0986182957154232,"NONE",NA
"2366","Midwest","IA","full-year","hunt","participation rate","age",2017,"18-24",0.0947189121193169,"NONE",NA
"2367","Midwest","IA","full-year","hunt","participation rate","age",2018,"18-24",0.0903320583693265,"NONE",NA
"2368","Midwest","IA","full-year","hunt","participation rate","age",2010,"25-34",0.127721675367485,"NONE",NA
"2369","Midwest","IA","full-year","hunt","participation rate","age",2011,"25-34",0.123982772846838,"NONE",NA
"2370","Midwest","IA","full-year","hunt","participation rate","age",2012,"25-34",0.124750314687944,"NONE",NA
"2371","Midwest","IA","full-year","hunt","participation rate","age",2013,"25-34",0.124872966680786,"NONE",NA
"2372","Midwest","IA","full-year","hunt","participation rate","age",2014,"25-34",0.126688454191446,"NONE",NA
"2373","Midwest","IA","full-year","hunt","participation rate","age",2015,"25-34",0.127659283742623,"NONE",NA
"2374","Midwest","IA","full-year","hunt","participation rate","age",2016,"25-34",0.126813000889655,"NONE",NA
"2375","Midwest","IA","full-year","hunt","participation rate","age",2017,"25-34",0.122984925368031,"NONE",NA
"2376","Midwest","IA","full-year","hunt","participation rate","age",2018,"25-34",0.119462740497601,"NONE",NA
"2377","Midwest","IA","full-year","hunt","participation rate","age",2010,"35-44",0.125423881464173,"NONE",NA
"2378","Midwest","IA","full-year","hunt","participation rate","age",2011,"35-44",0.122720935606391,"NONE",NA
"2379","Midwest","IA","full-year","hunt","participation rate","age",2012,"35-44",0.124321131785083,"NONE",NA
"2380","Midwest","IA","full-year","hunt","participation rate","age",2013,"35-44",0.12253939438092,"NONE",NA
"2381","Midwest","IA","full-year","hunt","participation rate","age",2014,"35-44",0.122426150110317,"NONE",NA
"2382","Midwest","IA","full-year","hunt","participation rate","age",2015,"35-44",0.121601993658409,"NONE",NA
"2383","Midwest","IA","full-year","hunt","participation rate","age",2016,"35-44",0.120392701840206,"NONE",NA
"2384","Midwest","IA","full-year","hunt","participation rate","age",2017,"35-44",0.119411372953937,"NONE",NA
"2385","Midwest","IA","full-year","hunt","participation rate","age",2018,"35-44",0.118302585430283,"NONE",NA
"2386","Midwest","IA","full-year","hunt","participation rate","age",2010,"45-54",0.126167826582311,"NONE",NA
"2387","Midwest","IA","full-year","hunt","participation rate","age",2011,"45-54",0.123153506084504,"NONE",NA
"2388","Midwest","IA","full-year","hunt","participation rate","age",2012,"45-54",0.122487456758446,"NONE",NA
"2389","Midwest","IA","full-year","hunt","participation rate","age",2013,"45-54",0.118728840149055,"NONE",NA
"2390","Midwest","IA","full-year","hunt","participation rate","age",2014,"45-54",0.119071165945091,"NONE",NA
"2391","Midwest","IA","full-year","hunt","participation rate","age",2015,"45-54",0.118901589128343,"NONE",NA
"2392","Midwest","IA","full-year","hunt","participation rate","age",2016,"45-54",0.117084395148518,"NONE",NA
"2393","Midwest","IA","full-year","hunt","participation rate","age",2017,"45-54",0.114126687084386,"NONE",NA
"2394","Midwest","IA","full-year","hunt","participation rate","age",2018,"45-54",0.107342400359876,"NONE",NA
"2395","Midwest","IA","full-year","hunt","participation rate","age",2010,"55-64",0.113072178767519,"NONE",NA
"2396","Midwest","IA","full-year","hunt","participation rate","age",2011,"55-64",0.110987335780617,"NONE",NA
"2397","Midwest","IA","full-year","hunt","participation rate","age",2012,"55-64",0.111210159912541,"NONE",NA
"2398","Midwest","IA","full-year","hunt","participation rate","age",2013,"55-64",0.108218980878289,"NONE",NA
"2399","Midwest","IA","full-year","hunt","participation rate","age",2014,"55-64",0.109411333464278,"NONE",NA
"2400","Midwest","IA","full-year","hunt","participation rate","age",2015,"55-64",0.111159511550345,"NONE",NA
"2401","Midwest","IA","full-year","hunt","participation rate","age",2016,"55-64",0.111316407137213,"NONE",NA
"2402","Midwest","IA","full-year","hunt","participation rate","age",2017,"55-64",0.109339652038255,"NONE",NA
"2403","Midwest","IA","full-year","hunt","participation rate","age",2018,"55-64",0.108296194661735,"NONE",NA
"2404","Midwest","IA","full-year","hunt","participation rate","all",2010,"all",0.119670350542598,"NONE",NA
"2405","Midwest","IA","full-year","hunt","participation rate","all",2011,"all",0.117004645015843,"NONE",NA
"2406","Midwest","IA","full-year","hunt","participation rate","all",2012,"all",0.117762728198691,"NONE",NA
"2407","Midwest","IA","full-year","hunt","participation rate","all",2013,"all",0.116048546867413,"NONE",NA
"2408","Midwest","IA","full-year","hunt","participation rate","all",2014,"all",0.11678331513393,"NONE",NA
"2409","Midwest","IA","full-year","hunt","participation rate","all",2015,"all",0.116635280910156,"NONE",NA
"2410","Midwest","IA","full-year","hunt","participation rate","all",2016,"all",0.115367244918362,"NONE",NA
"2411","Midwest","IA","full-year","hunt","participation rate","all",2017,"all",0.11264382782099,"NONE",NA
"2412","Midwest","IA","full-year","hunt","participation rate","all",2018,"all",0.109296008877088,"NONE",NA
"2413","Midwest","IA","full-year","hunt","participation rate","gender",2010,"female",0.0133823870445302,"NONE",NA
"2414","Midwest","IA","full-year","hunt","participation rate","gender",2011,"female",0.0137018945032004,"NONE",NA
"2415","Midwest","IA","full-year","hunt","participation rate","gender",2012,"female",0.0150567874524756,"NONE",NA
"2416","Midwest","IA","full-year","hunt","participation rate","gender",2013,"female",0.0157465489544127,"NONE",NA
"2417","Midwest","IA","full-year","hunt","participation rate","gender",2014,"female",0.0167577972775141,"NONE",NA
"2418","Midwest","IA","full-year","hunt","participation rate","gender",2015,"female",0.0177787975112071,"NONE",NA
"2419","Midwest","IA","full-year","hunt","participation rate","gender",2016,"female",0.0183907980784509,"NONE",NA
"2420","Midwest","IA","full-year","hunt","participation rate","gender",2017,"female",0.018268057634698,"NONE",NA
"2421","Midwest","IA","full-year","hunt","participation rate","gender",2018,"female",0.0177609178530754,"NONE",NA
"2422","Midwest","IA","full-year","hunt","participation rate","gender",2010,"male",0.224237787820745,"NONE",NA
"2423","Midwest","IA","full-year","hunt","participation rate","gender",2011,"male",0.21845526590014,"NONE",NA
"2424","Midwest","IA","full-year","hunt","participation rate","gender",2012,"male",0.218572010500376,"NONE",NA
"2425","Midwest","IA","full-year","hunt","participation rate","gender",2013,"male",0.214389852256799,"NONE",NA
"2426","Midwest","IA","full-year","hunt","participation rate","gender",2014,"male",0.214659059933419,"NONE",NA
"2427","Midwest","IA","full-year","hunt","participation rate","gender",2015,"male",0.213378669805289,"NONE",NA
"2428","Midwest","IA","full-year","hunt","participation rate","gender",2016,"male",0.21012648382667,"NONE",NA
"2429","Midwest","IA","full-year","hunt","participation rate","gender",2017,"male",0.20504576240896,"NONE",NA
"2430","Midwest","IA","full-year","hunt","participation rate","gender",2018,"male",0.198916676095052,"NONE",NA
"2431","Midwest","MO","full-year","hunt","participants","all",2010,"all",445468,"NONE",NA
"2432","Midwest","MO","full-year","hunt","participants","all",2011,"all",443084,"NONE",NA
"2433","Midwest","MO","full-year","hunt","participants","all",2012,"all",447465,"NONE",NA
"2434","Midwest","MO","full-year","hunt","participants","all",2013,"all",448951,"NONE",NA
"2435","Midwest","MO","full-year","hunt","participants","all",2014,"all",449341,"NONE",NA
"2436","Midwest","MO","full-year","hunt","participants","all",2015,"all",447014,"NONE",NA
"2437","Midwest","MO","full-year","hunt","participants","all",2016,"all",437390,"NONE",NA
"2438","Midwest","MO","full-year","hunt","participants","all",2017,"all",431897,"NONE",NA
"2439","Midwest","MO","full-year","hunt","participants","all",2018,"all",423660,"NONE",NA
"2440","Midwest","MO","full-year","hunt","participants","residency",2010,"resident",407813,"NONE",NA
"2441","Midwest","MO","full-year","hunt","participants","residency",2011,"resident",405571,"NONE",NA
"2442","Midwest","MO","full-year","hunt","participants","residency",2012,"resident",408718,"NONE",NA
"2443","Midwest","MO","full-year","hunt","participants","residency",2013,"resident",409277,"NONE",NA
"2444","Midwest","MO","full-year","hunt","participants","residency",2014,"resident",407486,"NONE",NA
"2445","Midwest","MO","full-year","hunt","participants","residency",2015,"resident",402842,"NONE",NA
"2446","Midwest","MO","full-year","hunt","participants","residency",2016,"resident",392308,"NONE",NA
"2447","Midwest","MO","full-year","hunt","participants","residency",2017,"resident",385583,"NONE",NA
"2448","Midwest","MO","full-year","hunt","participants","residency",2018,"resident",376433,"NONE",NA
"2449","Midwest","MO","full-year","hunt","participants","residency",2010,"nonresident",37655,"NONE",NA
"2450","Midwest","MO","full-year","hunt","participants","residency",2011,"nonresident",37513,"NONE",NA
"2451","Midwest","MO","full-year","hunt","participants","residency",2012,"nonresident",38747,"NONE",NA
"2452","Midwest","MO","full-year","hunt","participants","residency",2013,"nonresident",39674,"NONE",NA
"2453","Midwest","MO","full-year","hunt","participants","residency",2014,"nonresident",41855,"NONE",NA
"2454","Midwest","MO","full-year","hunt","participants","residency",2015,"nonresident",44172,"NONE",NA
"2455","Midwest","MO","full-year","hunt","participants","residency",2016,"nonresident",45082,"NONE",NA
"2456","Midwest","MO","full-year","hunt","participants","residency",2017,"nonresident",46314,"NONE",NA
"2457","Midwest","MO","full-year","hunt","participants","residency",2018,"nonresident",47227,"NONE",NA
"2458","Midwest","MO","full-year","hunt","participants","gender",2010,"male",390107,"NONE",NA
"2459","Midwest","MO","full-year","hunt","participants","gender",2011,"male",386376,"NONE",NA
"2460","Midwest","MO","full-year","hunt","participants","gender",2012,"male",387658,"NONE",NA
"2461","Midwest","MO","full-year","hunt","participants","gender",2013,"male",387700,"NONE",NA
"2462","Midwest","MO","full-year","hunt","participants","gender",2014,"male",385752,"NONE",NA
"2463","Midwest","MO","full-year","hunt","participants","gender",2015,"male",382711,"NONE",NA
"2464","Midwest","MO","full-year","hunt","participants","gender",2016,"male",374073,"NONE",NA
"2465","Midwest","MO","full-year","hunt","participants","gender",2017,"male",369382,"NONE",NA
"2466","Midwest","MO","full-year","hunt","participants","gender",2018,"male",363191,"NONE",NA
"2467","Midwest","MO","full-year","hunt","participants","gender",2010,"female",55361,"NONE",NA
"2468","Midwest","MO","full-year","hunt","participants","gender",2011,"female",56708,"NONE",NA
"2469","Midwest","MO","full-year","hunt","participants","gender",2012,"female",59807,"NONE",NA
"2470","Midwest","MO","full-year","hunt","participants","gender",2013,"female",61251,"NONE",NA
"2471","Midwest","MO","full-year","hunt","participants","gender",2014,"female",63589,"NONE",NA
"2472","Midwest","MO","full-year","hunt","participants","gender",2015,"female",64303,"NONE",NA
"2473","Midwest","MO","full-year","hunt","participants","gender",2016,"female",63317,"NONE",NA
"2474","Midwest","MO","full-year","hunt","participants","gender",2017,"female",62515,"NONE",NA
"2475","Midwest","MO","full-year","hunt","participants","gender",2018,"female",60469,"NONE",NA
"2476","Midwest","MO","full-year","hunt","participants","age",2010,"18-24",59572,"NONE",NA
"2477","Midwest","MO","full-year","hunt","participants","age",2011,"18-24",59976,"NONE",NA
"2478","Midwest","MO","full-year","hunt","participants","age",2012,"18-24",61450,"NONE",NA
"2479","Midwest","MO","full-year","hunt","participants","age",2013,"18-24",62251,"NONE",NA
"2480","Midwest","MO","full-year","hunt","participants","age",2014,"18-24",62419,"NONE",NA
"2481","Midwest","MO","full-year","hunt","participants","age",2015,"18-24",61474,"NONE",NA
"2482","Midwest","MO","full-year","hunt","participants","age",2016,"18-24",59396,"NONE",NA
"2483","Midwest","MO","full-year","hunt","participants","age",2017,"18-24",58672,"NONE",NA
"2484","Midwest","MO","full-year","hunt","participants","age",2018,"18-24",57194,"NONE",NA
"2485","Midwest","MO","full-year","hunt","participants","age",2010,"25-34",88844,"NONE",NA
"2486","Midwest","MO","full-year","hunt","participants","age",2011,"25-34",89608,"NONE",NA
"2487","Midwest","MO","full-year","hunt","participants","age",2012,"25-34",91155,"NONE",NA
"2488","Midwest","MO","full-year","hunt","participants","age",2013,"25-34",93324,"NONE",NA
"2489","Midwest","MO","full-year","hunt","participants","age",2014,"25-34",94077,"NONE",NA
"2490","Midwest","MO","full-year","hunt","participants","age",2015,"25-34",93996,"NONE",NA
"2491","Midwest","MO","full-year","hunt","participants","age",2016,"25-34",91899,"NONE",NA
"2492","Midwest","MO","full-year","hunt","participants","age",2017,"25-34",90772,"NONE",NA
"2493","Midwest","MO","full-year","hunt","participants","age",2018,"25-34",88922,"NONE",NA
"2494","Midwest","MO","full-year","hunt","participants","age",2010,"35-44",95396,"NONE",NA
"2495","Midwest","MO","full-year","hunt","participants","age",2011,"35-44",92371,"NONE",NA
"2496","Midwest","MO","full-year","hunt","participants","age",2012,"35-44",93264,"NONE",NA
"2497","Midwest","MO","full-year","hunt","participants","age",2013,"35-44",93012,"NONE",NA
"2498","Midwest","MO","full-year","hunt","participants","age",2014,"35-44",92702,"NONE",NA
"2499","Midwest","MO","full-year","hunt","participants","age",2015,"35-44",91899,"NONE",NA
